claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-000176,CUST-001,2023-05-01,LKW,Motor,Vandalismus,Kühlmittelverlust und Überhitzung,3080.3,3190.84,6.0,abgeschlossen
CLM-000177,CUST-002,2023-12-04,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,5829.77,5025.8,4.0,abgeschlossen
CLM-000178,CUST-013,2025-02-15,PKW,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,289.72,277.29,1.0,storniert
CLM-000179,CUST-001,2023-01-05,PKW,Fahrwerk,Teilschuld,Stoßdämpfer vorne links defekt,3583.78,4636.52,4.0,abgeschlossen
CLM-000180,CUST-002,2025-03-10,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",928.31,997.47,1.0,abgeschlossen
CLM-000181,CUST-012,2024-06-27,PKW,Motor,Teilschuld,Ungewöhnliche Geräusche aus dem Motorraum,4173.45,4107.12,9.0,abgeschlossen
CLM-000182,CUST-013,2025-07-20,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",8000.0,6196.44,2.0,abgeschlossen
CLM-000183,CUST-013,2024-08-07,Transporter,Glas,Teilschuld,Riss in der Frontscheibe breitet sich aus,983.9,1052.92,1.0,abgeschlossen
CLM-000184,CUST-003,2025-05-16,PKW,Interieur,Eigenverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,1766.87,1792.84,1.0,abgeschlossen
CLM-000185,CUST-014,2026-02-12,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,3227.37,3037.77,5.0,abgeschlossen
CLM-000186,CUST-003,2025-09-23,PKW,Elektronik,Vandalismus,Klimaanlage funktioniert nicht mehr,1963.93,1862.83,1.0,abgeschlossen
CLM-000187,CUST-008,2023-11-14,PKW,Elektronik,Naturereignis,,2342.39,2212.52,1.0,abgeschlossen
CLM-000188,CUST-017,2024-01-24,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,3340.74,3326.08,5.0,abgeschlossen
CLM-000189,CUST-013,2024-08-30,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,4858.2,4820.75,4.0,abgeschlossen
CLM-000190,CUST-024,2024-03-21,PKW,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,357.14,424.74,2.0,abgeschlossen
CLM-000191,CUST-013,2023-04-30,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,1759.06,1586.56,1.0,storniert
CLM-000192,CUST-012,2026-01-15,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1274.5,1537.26,1.0,abgeschlossen
CLM-000193,CUST-002,2023-05-05,PKW,Elektronik,Naturereignis,Batterie entlädt sich über Nacht,590.11,867.85,2.0,abgeschlossen
CLM-000194,CUST-008,2024-10-04,PKW,Motor,Naturereignis,"Turbolader defekt, Leistungsverlust",8930.09,9229.12,7.0,abgeschlossen
CLM-000195,CUST-004,2023-04-28,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2691.76,2807.06,5.0,abgeschlossen
CLM-000196,CUST-004,2023-04-13,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,,2941.38,3.0,abgeschlossen
CLM-000197,CUST-029,2025-09-03,Transporter,Motor,Eigenverschulden,Zahnriemen gerissen bei Autobahnfahrt,6953.19,7046.62,7.0,abgeschlossen
CLM-000198,CUST-009,2025-10-26,PKW,Karosserie,Teilschuld,Lackschaden durch Vandalismus am vorderen Kotflügel,2506.72,2449.84,1.0,abgeschlossen
CLM-000199,CUST-026,2025-12-23,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,4777.62,5590.13,10.0,abgeschlossen
CLM-000200,CUST-012,2023-11-19,LKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2309.8,1291.04,2.0,abgeschlossen
CLM-000201,CUST-020,2023-04-27,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3840.47,3952.65,5.0,abgeschlossen
CLM-000202,CUST-012,2025-11-06,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1700.68,1601.57,1.0,storniert
CLM-000203,CUST-012,2023-06-14,Transporter,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,3011.51,3439.53,3.0,abgeschlossen
CLM-000204,CUST-012,2024-01-16,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1166.43,1237.65,1.0,storniert
CLM-000205,CUST-003,2023-05-21,LKW,Interieur,Fremdverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,631.59,500.89,2.0,storniert
CLM-000206,CUST-015,2023-05-20,PKW,Motor,Eigenverschulden,Ölverlust unter dem Fahrzeug festgestellt,3849.87,4347.89,5.0,abgeschlossen
CLM-000207,CUST-005,2024-04-26,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,4455.8,4798.73,4.0,storniert
CLM-000208,CUST-002,2025-04-06,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,2466.83,2657.83,4.0,abgeschlossen
CLM-000209,CUST-013,2023-09-03,PKW,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1245.63,1326.33,1.0,abgeschlossen
CLM-000210,CUST-002,2024-05-19,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,4128.23,4595.31,3.0,storniert
CLM-000211,CUST-027,2023-03-23,PKW,Elektronik,Teilschuld,Klimaanlage funktioniert nicht mehr,3110.68,3441.18,4.0,abgeschlossen
CLM-000212,CUST-028,2023-06-17,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2046.45,2374.95,6.0,abgeschlossen
CLM-000213,CUST-026,2025-05-08,Transporter,Interieur,Teilschuld,Mittelkonsole gebrochen,1013.14,879.12,1.0,abgeschlossen
CLM-000214,CUST-008,2025-12-06,Transporter,Elektronik,Fremdverschulden,Klimaanlage funktioniert nicht mehr,1582.25,1405.46,3.0,abgeschlossen
CLM-000215,CUST-001,2024-10-09,Transporter,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,618.36,604.96,1.0,abgeschlossen
CLM-000216,CUST-026,2024-06-18,Transporter,Motor,Vandalismus,"Motor springt nicht an, Fehlermeldung im Display",3543.76,3380.06,,abgeschlossen
CLM-000217,CUST-010,2024-02-23,LKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,1073.41,1107.75,1.0,abgeschlossen
CLM-000218,CUST-029,2024-10-05,LKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,2067.91,1814.46,3.0,abgeschlossen
CLM-000219,CUST-028,2024-05-03,PKW,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,3846.89,4387.9,1.0,abgeschlossen
CLM-000220,CUST-024,2024-06-27,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,1238.45,1096.76,1.0,abgeschlossen
CLM-000221,CUST-006,2025-03-21,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,589.98,506.8,1.0,abgeschlossen
CLM-000222,CUST-009,2023-09-26,PKW,Interieur,Eigenverschulden,Mittelkonsole gebrochen,1554.35,1509.16,1.0,storniert
CLM-000223,CUST-024,2024-09-06,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2423.92,1695.34,2.0,abgeschlossen
CLM-000224,CUST-008,2025-07-25,LKW,Elektronik,Vandalismus,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2358.66,1920.21,2.0,abgeschlossen
CLM-000225,CUST-002,2024-10-09,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,893.03,930.19,7.0,abgeschlossen
CLM-000226,CUST-012,2023-05-29,PKW,Fahrwerk,Naturereignis,Stoßdämpfer vorne links defekt,4080.69,3279.56,3.0,abgeschlossen
CLM-000227,CUST-027,2023-01-20,Transporter,Elektronik,Eigenverschulden,,379.32,389.78,3.0,abgeschlossen
CLM-000228,CUST-013,2025-07-27,PKW,Glas,Teilschuld,Riss in der Frontscheibe breitet sich aus,2132.2,2528.45,1.0,abgeschlossen
CLM-000229,CUST-012,2026-02-27,Transporter,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",3072.44,2845.86,4.0,abgeschlossen
CLM-000230,CUST-002,2023-07-24,Transporter,Motor,Teilschuld,Ungewöhnliche Geräusche aus dem Motorraum,7884.97,6733.51,6.0,abgeschlossen
CLM-000231,CUST-012,2023-05-31,Transporter,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2178.34,2343.5,1.0,abgeschlossen
CLM-000232,CUST-029,2026-01-06,PKW,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,3511.5,4965.08,8.0,in_bearbeitung
CLM-000233,CUST-002,2024-03-12,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,2514.68,2322.7,6.0,abgeschlossen
CLM-000234,CUST-012,2025-11-02,PKW,Elektronik,Vandalismus,Infotainment-System reagiert nicht,1694.86,1245.11,2.0,abgeschlossen
CLM-000235,CUST-025,2024-06-27,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1212.92,1138.46,,abgeschlossen
CLM-000236,CUST-016,2023-09-29,Transporter,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2128.89,2177.54,3.0,abgeschlossen
CLM-000237,CUST-013,2024-12-15,Transporter,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,1833.88,2142.26,9.0,abgeschlossen
CLM-000238,CUST-013,2023-05-21,PKW,Motor,Naturereignis,Zahnriemen gerissen bei Autobahnfahrt,5267.21,5259.86,6.0,abgeschlossen
CLM-000239,CUST-008,2024-05-15,PKW,Elektronik,Vandalismus,Klimaanlage funktioniert nicht mehr,1457.08,1491.0,4.0,abgeschlossen
CLM-000240,CUST-006,2025-01-26,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1309.24,1138.95,4.0,storniert
CLM-000241,CUST-021,2024-08-06,Transporter,Interieur,Fremdverschulden,Sitzheizung defekt,738.79,705.13,1.0,abgeschlossen
CLM-000242,CUST-021,2023-11-20,PKW,Motor,Naturereignis,Ölverlust unter dem Fahrzeug festgestellt,2687.1,2356.89,4.0,storniert
CLM-000243,CUST-025,2025-06-16,PKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,683.03,772.62,1.0,abgeschlossen
CLM-000244,CUST-026,2026-01-17,PKW,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,3154.8,3246.41,5.0,abgeschlossen
CLM-000245,CUST-012,2024-09-11,PKW,Interieur,Fremdverschulden,Lenkrad Lederbezug beschädigt,1571.08,1538.71,1.0,abgeschlossen
CLM-000246,CUST-012,2025-12-19,PKW,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,3363.14,3311.07,4.0,abgeschlossen
CLM-000247,CUST-020,2023-01-17,PKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,989.63,903.12,1.0,abgeschlossen
CLM-000248,CUST-013,2026-02-09,Motorrad,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,817.29,800.83,2.0,abgeschlossen
CLM-000249,CUST-013,2024-09-05,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,,3982.27,3.0,storniert
CLM-000250,CUST-020,2023-08-01,Transporter,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,4483.22,5314.5,5.0,abgeschlossen
CLM-000251,CUST-026,2023-10-03,PKW,Fahrwerk,Vandalismus,Federbein gebrochen,2160.34,2224.28,1.0,abgeschlossen
CLM-000252,CUST-008,2024-06-25,Transporter,Interieur,Eigenverschulden,Sitzheizung defekt,753.89,718.15,3.0,abgeschlossen
CLM-000253,CUST-009,2023-08-25,Transporter,Elektronik,Vandalismus,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2335.6,2757.37,1.0,storniert
CLM-000254,CUST-002,2023-08-08,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2580.34,2406.09,1.0,abgeschlossen
CLM-000255,CUST-012,2026-02-07,Transporter,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,866.9,945.08,1.0,abgeschlossen
CLM-000256,CUST-002,2023-11-15,PKW,Elektronik,Naturereignis,Infotainment-System reagiert nicht,833.98,546.73,2.0,abgeschlossen
CLM-000257,CUST-012,2024-07-11,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,658.12,537.61,1.0,abgeschlossen
CLM-000258,CUST-012,2024-07-31,PKW,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,1331.51,1301.99,5.0,abgeschlossen
CLM-000259,CUST-006,2024-03-07,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,690.92,841.45,1.0,abgeschlossen
CLM-000260,CUST-012,2024-12-03,Transporter,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",6201.37,6480.87,6.0,abgeschlossen
CLM-000261,CUST-002,2024-02-21,Motorrad,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1182.94,980.86,1.0,abgeschlossen
CLM-000262,CUST-002,2024-06-24,Motorrad,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1726.11,1706.49,3.0,abgeschlossen
CLM-000263,CUST-021,2025-11-01,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,3868.56,3246.58,4.0,abgeschlossen
CLM-000264,CUST-008,2025-09-27,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1272.22,1428.3,2.0,abgeschlossen
CLM-000265,CUST-002,2024-05-29,PKW,Motor,Fremdverschulden,,6357.29,5497.1,3.0,abgeschlossen
CLM-000266,CUST-012,2023-04-15,Transporter,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,561.06,655.78,4.0,abgeschlossen
CLM-000267,CUST-018,2023-07-09,PKW,Motor,Fremdverschulden,,2905.75,3621.73,3.0,abgeschlossen
CLM-000268,CUST-003,2025-05-17,PKW,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,1763.56,1932.44,2.0,abgeschlossen
CLM-000269,CUST-012,2024-07-20,PKW,Karosserie,Naturereignis,Kratzer an der hinteren Stoßstange,2347.46,2559.85,4.0,abgeschlossen
CLM-000270,CUST-002,2023-04-01,LKW,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,660.24,644.12,1.0,abgeschlossen
CLM-000271,CUST-002,2023-01-08,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,1047.89,890.36,1.0,abgeschlossen
CLM-000272,CUST-012,2024-11-14,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,2486.3,2294.9,1.0,abgeschlossen
CLM-000273,CUST-012,2023-09-25,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,773.06,657.76,2.0,abgeschlossen
CLM-000274,CUST-013,2024-06-20,PKW,Elektronik,Naturereignis,Batterie entlädt sich über Nacht,476.74,463.08,1.0,abgeschlossen
CLM-000275,CUST-015,2023-11-27,PKW,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,5000.0,5588.45,9.0,abgeschlossen
CLM-000276,CUST-029,2025-06-23,LKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2740.15,2632.1,1.0,abgeschlossen
CLM-000277,CUST-012,2026-02-03,Motorrad,Fahrwerk,Vandalismus,Schleifgeräusche beim Lenken,2090.01,2261.53,1.0,abgeschlossen
CLM-000278,CUST-008,2025-05-25,Transporter,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,1533.02,1789.26,2.0,abgeschlossen
CLM-000279,CUST-020,2026-02-22,LKW,Interieur,Vandalismus,Lenkrad Lederbezug beschädigt,1468.16,1626.32,2.0,in_bearbeitung
CLM-000280,CUST-004,2023-01-20,PKW,Motor,Naturereignis,Zahnriemen gerissen bei Autobahnfahrt,6557.67,6576.97,,abgeschlossen
CLM-000281,CUST-010,2023-08-18,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,7373.03,8027.55,8.0,abgeschlossen
CLM-000282,CUST-002,2023-06-04,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2317.81,2118.39,1.0,abgeschlossen
CLM-000283,CUST-002,2023-11-02,PKW,Karosserie,Vandalismus,"Beule an der Beifahrertür, Ursache unbekannt",2911.22,3587.65,1.0,abgeschlossen
CLM-000284,CUST-028,2026-01-22,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,923.88,720.51,1.0,storniert
CLM-000285,CUST-022,2023-03-15,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1864.07,1878.3,1.0,abgeschlossen
CLM-000286,CUST-013,2025-01-26,PKW,Elektronik,Vandalismus,Fensterheber klemmt auf Fahrerseite,1872.09,1940.6,1.0,abgeschlossen
CLM-000287,CUST-010,2026-02-05,PKW,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,2474.51,3027.51,3.0,storniert
CLM-000288,CUST-002,2023-10-31,LKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,1242.58,1088.16,2.0,abgeschlossen
CLM-000289,CUST-002,2025-05-30,PKW,Elektronik,Eigenverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1630.29,1228.46,4.0,abgeschlossen
CLM-000290,CUST-004,2023-09-19,Motorrad,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,2533.79,3165.26,6.0,abgeschlossen
CLM-000291,CUST-012,2023-03-27,PKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,1734.69,1794.72,1.0,abgeschlossen
CLM-000292,CUST-014,2024-09-23,Transporter,Glas,Naturereignis,Seitenscheibe hinten rechts gesprungen,461.54,418.87,1.0,abgeschlossen
CLM-000293,CUST-013,2025-01-16,PKW,Karosserie,Naturereignis,,2293.42,2184.12,2.0,abgeschlossen
CLM-000294,CUST-005,2023-03-23,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,9996.35,10832.58,7.0,abgeschlossen
CLM-000295,CUST-028,2025-01-02,LKW,Motor,Eigenverschulden,Ölverlust unter dem Fahrzeug festgestellt,3021.24,3132.95,4.0,abgeschlossen
CLM-000296,CUST-016,2024-03-06,PKW,Elektronik,Teilschuld,Scheinwerfer fallen sporadisch aus,2202.28,2578.92,1.0,abgeschlossen
CLM-000297,CUST-012,2024-05-26,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,6097.71,5169.25,3.0,abgeschlossen
CLM-000298,CUST-012,2023-07-30,Transporter,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,1844.51,1496.57,2.0,abgeschlossen
CLM-000299,CUST-010,2024-12-25,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,770.97,824.9,1.0,abgeschlossen
CLM-000300,CUST-004,2026-02-20,Motorrad,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,1419.87,1403.69,1.0,abgeschlossen
CLM-000301,CUST-008,2025-04-12,PKW,Fahrwerk,Fremdverschulden,Achsvermessung nötig nach Bordsteinberührung,1761.23,1801.32,4.0,abgeschlossen
CLM-000302,CUST-018,2023-11-13,PKW,Fahrwerk,Vandalismus,Stoßdämpfer vorne links defekt,1361.2,1787.84,1.0,abgeschlossen
CLM-000303,CUST-001,2024-04-29,LKW,Elektronik,Naturereignis,Infotainment-System reagiert nicht,768.4,789.69,4.0,abgeschlossen
CLM-000304,CUST-002,2023-11-29,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,7609.87,7617.63,3.0,abgeschlossen
CLM-000305,CUST-002,2023-12-29,Transporter,Motor,Naturereignis,Ölverlust unter dem Fahrzeug festgestellt,4789.27,4532.48,3.0,abgeschlossen
CLM-000306,CUST-002,2025-04-24,PKW,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,791.92,955.0,2.0,abgeschlossen
CLM-000307,CUST-024,2023-02-20,Motorrad,Karosserie,Vandalismus,Frontschaden nach leichtem Auffahrunfall an Kreuzung,915.5,1126.08,1.0,abgeschlossen
CLM-000308,CUST-013,2024-01-03,LKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,425.25,408.24,1.0,storniert
CLM-000309,CUST-012,2024-11-11,PKW,Fahrwerk,Fremdverschulden,Stoßdämpfer vorne links defekt,1667.48,1814.69,1.0,abgeschlossen
CLM-000310,CUST-002,2025-04-23,PKW,Motor,Fremdverschulden,"Turbolader defekt, Leistungsverlust",2368.69,2532.9,8.0,abgeschlossen
CLM-000311,CUST-012,2024-05-23,PKW,Motor,Teilschuld,Ölverlust unter dem Fahrzeug festgestellt,14491.36,11528.22,10.0,abgeschlossen
CLM-000312,CUST-012,2024-06-30,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1887.47,1700.05,1.0,abgeschlossen
CLM-000313,CUST-002,2023-11-23,LKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1072.34,1075.42,1.0,abgeschlossen
CLM-000314,CUST-010,2023-08-10,LKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2007.52,2154.43,7.0,abgeschlossen
CLM-000315,CUST-009,2025-02-22,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,6819.71,6624.42,3.0,abgeschlossen
CLM-000316,CUST-012,2023-03-21,Transporter,Motor,Eigenverschulden,Kühlmittelverlust und Überhitzung,7547.95,6083.72,5.0,abgeschlossen
CLM-000317,CUST-012,2025-08-21,LKW,Glas,Teilschuld,Steinschlag in der Windschutzscheibe,537.24,575.31,1.0,abgeschlossen
CLM-000318,CUST-002,2024-03-31,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,5810.7,6120.65,4.0,abgeschlossen
CLM-000319,CUST-009,2024-02-13,Motorrad,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1467.93,1467.77,2.0,abgeschlossen
CLM-000320,CUST-012,2025-07-31,Motorrad,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",1480.59,1614.85,4.0,abgeschlossen
CLM-000321,CUST-012,2024-12-17,Transporter,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,4300.84,4009.18,1.0,storniert
CLM-000322,CUST-024,2024-09-17,Transporter,Karosserie,Naturereignis,,2187.2,2274.43,1.0,abgeschlossen
CLM-000323,CUST-013,2024-04-11,PKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1379.92,1366.23,3.0,abgeschlossen
CLM-000324,CUST-002,2024-04-01,Transporter,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",,7612.16,7.0,abgeschlossen
CLM-000325,CUST-002,2023-02-18,LKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,724.5,654.13,1.0,abgeschlossen
CLM-000326,CUST-013,2024-01-31,PKW,Interieur,Eigenverschulden,,1489.46,1448.97,3.0,abgeschlossen
CLM-000327,CUST-002,2025-03-27,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1999.62,2395.94,3.0,abgeschlossen
CLM-000328,CUST-012,2024-11-03,Motorrad,Glas,Eigenverschulden,Heckscheibe durch Vandalismus eingeschlagen,1762.44,1603.71,3.0,storniert
CLM-000329,CUST-027,2024-07-24,LKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1088.03,1252.46,3.0,abgeschlossen
CLM-000330,CUST-012,2023-05-23,PKW,Karosserie,Vandalismus,Lackschaden durch Vandalismus am vorderen Kotflügel,1964.68,2197.68,1.0,abgeschlossen
CLM-000331,CUST-009,2024-07-25,PKW,Karosserie,Vandalismus,Heckschaden durch Rückwärtsfahrt gegen Poller,1033.13,1171.46,3.0,abgeschlossen
CLM-000332,CUST-013,2024-12-20,LKW,Karosserie,Fremdverschulden,Seitliche Beschädigung nach Auffahrunfall,1509.92,1675.43,5.0,storniert
CLM-000333,CUST-011,2025-11-09,PKW,Fahrwerk,Eigenverschulden,Federbein gebrochen,2081.47,1783.63,1.0,abgeschlossen
CLM-000334,CUST-012,2025-03-29,Transporter,Fahrwerk,Vandalismus,Achsvermessung nötig nach Bordsteinberührung,1686.1,1859.68,2.0,abgeschlossen
CLM-000335,CUST-027,2026-01-03,PKW,Motor,Naturereignis,Kühlmittelverlust und Überhitzung,5553.04,6039.83,6.0,abgeschlossen
CLM-000336,CUST-009,2024-11-09,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,2328.26,1781.97,1.0,abgeschlossen
CLM-000337,CUST-028,2023-02-26,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,6210.55,6307.77,8.0,abgeschlossen
CLM-000338,CUST-026,2023-08-25,Transporter,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1765.18,1412.94,,abgeschlossen
